                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.58854,                0.50386,                 1.1194,                 0.2835,                0.00412,                0.03853,                0.03468,                    nan,                    nan,                    nan,             0.00027006,             0.00027006,             0.00027006
                     73,                0.57141,                0.48208,                  1.111,                0.28352,                0.00412,                0.05601,                0.05041,                    nan,                    nan,                    nan,             0.00026106,             0.00026106,             0.00026106
                     74,                0.57217,                0.48218,                 1.1185,                0.14079,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00025207,             0.00025207,             0.00025207
                     75,                0.57468,                0.49683,                 1.1242,                0.14061,                0.00412,                0.03354,                0.03127,                    nan,                    nan,                    nan,             0.00024307,             0.00024307,             0.00024307
                     76,                0.56066,                0.47601,                 1.1102,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00023407,             0.00023407,             0.00023407
                     77,                  0.568,                0.48982,                 1.1015,                0.14286,                0.00412,                0.07349,                0.06854,                    nan,                    nan,                    nan,             0.00022507,             0.00022507,             0.00022507
                     78,                0.55892,                0.48501,                 1.1022,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00021607,             0.00021607,             0.00021607
                     79,                 0.5381,                0.45641,                  1.085,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00020707,             0.00020707,             0.00020707
                     80,                0.54211,                0.43845,                  1.093,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             0.00019807,             0.00019807,             0.00019807
                     81,                 0.5309,                0.44354,                 1.0876,                0.14078,                0.00412,                0.05601,                0.05416,                    nan,                    nan,                    nan,             0.00018907,             0.00018907,             0.00018907
                     82,                0.53172,                0.43946,                 1.0851,                0.14286,                0.00412,                0.07349,                0.07102,                    nan,                    nan,                    nan,             0.00018007,             0.00018007,             0.00018007
                     83,                0.52846,                0.45206,                 1.0872,                0.14078,                0.00412,                0.03853,                0.03594,                    nan,                    nan,                    nan,             0.00017107,             0.00017107,             0.00017107
                     84,                0.52171,                0.42919,                 1.0781,                 0.1408,                0.00412,                0.05601,                0.05416,                    nan,                    nan,                    nan,             0.00016207,             0.00016207,             0.00016207
                     85,                0.52255,                 0.4297,                 1.0724,                0.14286,                0.00412,                0.07349,                0.06856,                    nan,                    nan,                    nan,             0.00015308,             0.00015308,             0.00015308
                     86,                0.50818,                0.42584,                 1.0691,                0.28365,                0.00412,                0.04552,                0.04247,                    nan,                    nan,                    nan,             0.00014408,             0.00014408,             0.00014408
                     87,                0.50043,                 0.4171,                 1.0662,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00013508,             0.00013508,             0.00013508
                     88,                0.49337,                0.42384,                 1.0588,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             0.00012608,             0.00012608,             0.00012608
                     89,                0.49858,                0.41401,                 1.0652,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00011708,             0.00011708,             0.00011708
                     90,                0.49255,                0.39871,                 1.0526,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             0.00010808,             0.00010808,             0.00010808
                     91,                0.36354,                 0.2815,                 0.9804,                0.14079,                0.00412,                0.04552,                0.04243,                    nan,                    nan,                    nan,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     92,                0.34628,                0.25702,                0.96366,                0.14086,                0.00412,                0.03853,                0.03594,                    nan,                    nan,                    nan,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     93,                0.34041,                0.25262,                0.96239,                0.14087,                0.00412,                0.05601,                0.05226,                    nan,                    nan,                    nan,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     94,                0.33254,                0.25313,                0.94845,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     95,                0.32922,                0.24153,                0.94878,                0.14286,                0.00412,                0.07349,                0.07106,                    nan,                    nan,                    nan,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     96,                0.32053,                0.23909,                0.94276,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     97,                0.31652,                0.23034,                 0.9388,                0.14286,                0.00412,                0.07349,                0.06612,                    nan,                    nan,                    nan,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     98,                0.31353,                0.22632,                0.94075,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             3.6087e-05,             3.6087e-05,             3.6087e-05
                     99,                0.30437,                0.22078,                0.93307,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    100,                0.30306,                0.22686,                 0.9298,                0.14286,                0.00412,                0.07349,                0.06859,                    nan,                    nan,                    nan,             1.8089e-05,             1.8089e-05,             1.8089e-05
